dt	gkgrecordid	sqldate	country	src	url
2018-09-17 13:35:21	20180917084500-0	20180917	UK	falmouthpacket.co.uk	http://www.falmouthpacket.co.uk/news/national/16883054.jaguar-boss-making-it-up-when-he-warned-of-hard-brexit-job-losses-mp-claims/
2018-09-17 13:35:21	20180917084500-1	20180917	MY	thesundaily.my	http://www.thesundaily.my/news/2018/09/17/pm-assures-equal-status-will-be-returned-sabah-sarawak-updated
2018-09-17 13:35:21	20180917084500-2	20180917	AS	centralwesterndaily.com.au	https://www.centralwesterndaily.com.au/story/5650543/repairs-under-way-at-molong-on-burst-water-main/?cs=9402
2018-09-17 13:35:21	20180917084500-3	20180917	AS	centralwesterndaily.com.au	https://www.centralwesterndaily.com.au/story/5648334/a-return-and-earn-service-is-set-to-go-mobile-to-service-the-region/?cs=13498
2018-09-17 13:35:21	20180917084500-4	20180917	US	indiatimes.com	https://timesofindia.indiatimes.com/life-style/health-fitness/mosquito-free/dengue-myths-debunked-here-is-everything-you-should-know-to-keep-your-family-safe/articleshow/65579027.cms
2018-09-17 13:35:21	20180917084500-5	20180917	RP	en.rfi.fr	http://en.rfi.fr/wire/20180917-hongkongers-battle-debris-get-work-after-devastating-typhoon
2018-09-17 13:35:21	20180917084500-6	20180917	CI	military-technologies.net	https://www.military-technologies.net/2018/09/17/global-market-analysis-on-tracheostomy-tray-offering-trends-share-size-growth-until-the-end-of-2028/
2018-09-17 13:35:21	20180917084500-7	20180917	US	wvnews.com	https://www.wvnews.com/theet/newsfeed/us/swollen-rivers-near-record-levels-as-florence/article_9dc61162-1a9c-5582-86f1-1f5d4aab3ea1.html
2018-09-17 13:35:21	20180917084500-8	20180917	IT	segmentnext.com	https://segmentnext.com/2018/09/17/amd-epyc-rome-7nm-64-core/
2018-09-17 13:35:21	20180917084500-9	20180917	CH	gizbot.com	https://www.gizbot.com/news/you-can-get-xiaomi-smartphone-laptop-mi-band-3-headphones-at-the-cost-of-an-iphone-053943.html
2018-09-17 13:35:21	20180917084500-10	20180917	CH	pensions-expert.com	http://www.pensions-expert.com/Comment-Analysis/Sin-stocks-under-scrutiny
2018-09-17 13:35:21	20180917084500-11	20180917	LG	agriland.ie	https://www.agriland.ie/farming-news/creed-african-swine-fever-increasing-cause-for-concern/
2018-09-17 13:35:21	20180917084500-12	20180917	AS	westernmagazine.com.au	https://www.westernmagazine.com.au/story/5650600/question-time-in-federal-parliament/?cs=9397
2018-09-17 13:35:21	20180917084500-13	20180917	IN	thehealthsite.com	http://www.thehealthsite.com/hindi/diseases-conditions/know-why-some-people-are-allergic-to-pollen-grains-yy0918/
2018-09-17 13:35:21	20180917084500-14	20180917	TH	nationmultimedia.com	http://www.nationmultimedia.com/detail/event/30354626
2018-09-17 13:35:21	20180917084500-15	20180917	US	duke.fm	https://duke.fm/news/articles/2018/sep/17/danger-in-disaster-donations/
2018-09-17 13:35:21	20180917084500-16	20180917	AS	centralwesterndaily.com.au	https://www.centralwesterndaily.com.au/story/5646900/history-talking-working-teaches-up-all-great-lessons/?cs=128
2018-09-17 13:35:21	20180917084500-17	20180917	AS	forexcrunch.com	https://www.forexcrunch.com/gbp-usd-upside-pressure-unchanged-above-1-2851-commerzbank/
2018-09-17 13:35:21	20180917084500-18	20180917	RQ	dailyprogress.com	https://www.dailyprogress.com/news/national/wire/what-s-happening-rain-floods-still-in-florence-s-forecast/article_46e937d7-c02a-5d65-b08e-a26e7ef1f04e.html
2018-09-17 13:35:21	20180917084500-19	20180917	AS	queanbeyanagechronicle.com.au	https://www.queanbeyanagechronicle.com.au/story/5650600/question-time-in-federal-parliament/?cs=9397
2018-09-17 13:35:21	20180917084500-20	20180917	GH	ghanaweb.com	https://www.ghanaweb.com/GhanaHomePage/NewsArchive/No-more-IPPs-without-competitive-bidding-Akufo-Addo-685539
2018-09-17 13:35:21	20180917084500-21	20180917	CH	nzherald.co.nz	https://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=12126829
2018-09-17 13:35:21	20180917084500-22	20180917	RS	2lt.com.au	https://www.2lt.com.au/australian-special-forces-to-help-secure-apec-summit/
2018-09-17 13:35:21	20180917084500-23	20180917	US	register-herald.com	http://www.register-herald.com/news/census-data-paints-bleak-picture/article_ddd1a9f3-af33-5eb2-8b60-3a643252e536.html
2018-09-17 13:35:21	20180917084500-24	20180917	AE	hoteliermiddleeast.com	http://www.hoteliermiddleeast.com/34277-251-key-grand-millennium-business-bay-soft-opens-in-dubai/
2018-09-17 13:35:21	20180917084500-25	20180917	IN	thehindubusinessline.com	https://www.thehindubusinessline.com/news/national/kerala-financial-corp-launches-rebuild-scheme-for-flood-hit-units/article24965947.ece
2018-09-17 13:35:21	20180917084500-26	20180917	SN	vir.com.vn	http://www.vir.com.vn/mercedes-cautious-despite-hamiltons-singapore-stardust-62449.html
2018-09-17 13:35:21	20180917084500-27	20180917	RP	forimmediaterelease.net	https://forimmediaterelease.net/ricola-adds-alpine-fresh-flavour-to-exclusive-travel-retail-range-515466/
2018-09-17 13:35:21	20180917084500-28	20180917	JA	allkpop.com	https://www.allkpop.com/forum/threads/why-is-sm-hellbent-on-not-making-exo-come-back.225629/
2018-09-17 13:35:21	20180917084500-29	20180917	FI	prnewswire.com	https://www.prnewswire.com:443/news-releases/he-wei-ceo-of-magicare-presenting-at-smart-city-brains-300713534.html
2018-09-17 13:35:21	20180917084500-30	20180917	US	thefacts.com	http://thefacts.com/news/article_21eb0664-3e8e-58ef-ac54-0013b9445d4c.html
2018-09-17 13:35:21	20180917084500-31	20180917	US	themarketsdaily.com	https://www.themarketsdaily.com/2018/09/17/capricor-therapeutics-capr-rating-lowered-to-sell-at-zacks-investment-research-2.html
2018-09-17 13:35:21	20180917084500-32	20180917	US	tennesseedaily.com	https://www.tennesseedaily.com/news/258000841/jaguars-erase-sting-of-afc-title-game-with-win-vs-patriots
2018-09-17 13:35:21	20180917084500-33	20180917	IT	malaymail.com	https://www.malaymail.com/s/1673083/kinky-boots-encourages-chinese-drag-queens-to-be-themselves
2018-09-17 13:35:21	20180917084500-34	20180917	SF	netwerk24.com	https://www.netwerk24.com/ZA/Eikestadnuus/Nuus/probe-stellenbosch-rail-crossings-20180912-2
2018-09-17 13:35:21	20180917084500-35	20180917	CI	gleninnesexaminer.com.au	https://www.gleninnesexaminer.com.au/story/5651152/tpp-deal-passes-first-hurdle-in-parliament/
2018-09-17 13:35:21	20180917084500-36	20180917	US	590kid.com	http://590kid.com/kavanaugh-faces-uncertain-future-after-woman-accuser-breaks-silence-republicans-worry-in-private-about-midterms/
2018-09-17 13:35:21	20180917084500-37	20180917	US	gizbot.com	https://www.gizbot.com/computer/news/new-security-flaw-targets-modern-pcs-macs-053942.html
2018-09-17 13:35:21	20180917084500-38	20180917	US	ktvb.com	https://www.ktvb.com/article/news/local/outreach/sevens-hero/volunteers-bring-burrito-saturdays-to-boise-homeless-shelter/277-593959791
2018-09-17 13:35:21	20180917084500-39	20180917	GR	delrionewsherald.com	http://delrionewsherald.com/online_features/food_recipes_entertaining/article_b5785776-cde0-5771-ba4a-3909ff53cead.html
2018-09-17 13:35:21	20180917084500-40	20180917	GR	wmdt.com	https://www.wmdt.com/2018/09/todays-forecast-september-17-2018/
2018-09-17 13:35:21	20180917084500-41	20180917	GM	forimmediaterelease.net	https://forimmediaterelease.net/toilet-furore-hits-tourism-claim-3-515417/
2018-09-17 13:35:21	20180917084500-42	20180917	BM	nationmultimedia.com	http://www.nationmultimedia.com/detail/lifestyle/30354638
2018-09-17 13:35:21	20180917084500-43	20180917	UK	willistonherald.com	https://www.willistonherald.com/national/entertainment/kylie-minogue-to-perform-at-glastonbury/article_7adff4d9-265b-5004-8c8e-6c89976f7ba7.html
2018-09-17 13:35:21	20180917084500-44	20180917	US	98theticket.com	http://www.98theticket.com/news/residents-can-go-home-after-massachusetts-explosions-but-long-road-to-normalcy-remains/
2018-09-17 13:35:21	20180917084500-45	20180917	US	hutchnews.com	http://www.hutchnews.com/news/20180917/recyclables-and-registration-please
2018-09-17 13:35:21	20180917084500-46	20180917	AG	africabusinesscommunities.com	https://africabusinesscommunities.com/tech/tech-news/algerian-police-adopts-sample-tracking-software-to-bolster-operations/
2018-09-17 13:35:21	20180917084500-47	20180917	ML	ghanaweb.com	https://www.ghanaweb.com/GhanaHomePage/business/Consider-outside-markets-Bawumia-urges-new-entrepreneurs-685558
2018-09-17 13:35:21	20180917084500-48	20180917	RS	yahoo.com	https://www.yahoo.com/news/u-defense-chief-warns-against-russian-meddling-macedonian-054344495.html
2018-09-17 13:35:21	20180917084500-49	20180917	US	averyjournal.com	https://www.averyjournal.com/avery/third-man-arrested-in-connection-to-exploitation-case/article_6c0e0ad5-e81c-5e76-8cba-b112d8045760.html
2018-09-17 13:35:21	20180917084500-50	20180917	US	heraldtimesonline.com	https://www.heraldtimesonline.com/news/nation/south-carolina-officials-clash-over-flood-barrier/article_3c4d0cb8-a267-5d51-802b-abb7f08aeb60.html
